Invoice Date,Year,Quarter,Month,Invoice Type,Invoice Number,Invoice  Line,Product Code,Market,Customer Number,Area,Agent,Unit Price Customer ILS,Unit Price  USD,QTY Supply ,QTY Order,% Supply
04/03/2021,2021,2021-Q1,Mar-2021,Sold,138713,2,SKU377, Private market,CUST13121,plain,Dvir,187.5,57.04289625,6,6,1
05/05/2021,2021,2021-Q2,May-2021,Sold,473141,59,SKU216, Private market,CUST13121,plain,Dvir,7.2825,2.239391125,6,6,1
10/05/2021,2021,2021-Q2,May-2021,Sold,473163,1,SKU240, Private market,CUST13121,plain,Dvir,2.1425,0.657007,2,2,1
12/05/2021,2021,2021-Q2,May-2021,Sold,473175,38,SKU139, Private market,CUST13121,plain,Dvir,32,9.744214375,4,4,1
22/05/2021,2021,2021-Q2,May-2021,Sold,473221,105,SKU165, Private market,CUST13121,plain,Dvir,37.8,11.58088238,20,20,1
30/06/2020,2020,2020-Q2,Jun-2020,Sold,405017,5,SKU179, Private market,CUST13122,plain,Yael,0,0,2,2,1
13/07/2020,2020,2020-Q3,Jul-2020,Sold,405101,13,SKU289, Private market,CUST13122,plain,Yael,11.25,3.25426675,2,2,1
16/07/2020,2020,2020-Q3,Jul-2020,Sold,405130,5,SKU128, Private market,CUST13122,plain,Yael,2.325,0.675479375,2,2,1
27/07/2020,2020,2020-Q3,Jul-2020,Sold,405196,5,SKU289, Private market,CUST13122,plain,Yael,11.25,3.289473625,2,2,1
10/09/2020,2020,2020-Q3,Sep-2020,Sold,405490,1,SKU260, Private market,CUST13122,plain,Yael,33.0375,9.739829,30,30,1
22/09/2020,2020,2020-Q3,Sep-2020,Sold,405561,8,SKU321, Private market,CUST13122,plain,Yael,2.05875,0.601621875,1,1,1
30/09/2020,2020,2020-Q3,Sep-2020,Sold,405606,10,SKU442, Private market,CUST13122,plain,Yael,0,0,2,2,1
12/11/2020,2020,2020-Q4,Nov-2020,Sold,405895,1,SKU149, Private market,CUST13122,plain,Yael,108.375,32.1015995,30,30,1
02/12/2020,2020,2020-Q4,Dec-2020,Sold,406027,9,SKU362, Private market,CUST13122,plain,Yael,64.575,19.5208585,20,20,1
22/03/2021,2021,2021-Q1,Mar-2021,Sold,406743,2,SKU181, Private market,CUST13122,plain,Yael,32.975,10.02584375,20,20,1
30/03/2021,2021,2021-Q1,Mar-2021,Sold,406787,1,SKU298, Private market,CUST13122,plain,Yael,82.5,24.81203013,40,40,1
30/06/2020,2020,2020-Q2,Jun-2020,Sold,405022,2,SKU249, Private market,CUST13123,plain,Yaniv,1.325,0.385622875,1,1,1
30/06/2020,2020,2020-Q2,Jun-2020,Sold,405023,5,SKU443, Private market,CUST13123,plain,Yaniv,45.18375,13.15010188,1,1,1
01/07/2020,2020,2020-Q3,Jul-2020,Sold,470863,17,SKU163,Maccabi,CUST13124,plain,Avi,17,4.9476135,20,20,1
07/07/2020,2020,2020-Q3,Jul-2020,Sold,470888,12,SKU257,Maccabi,CUST13124,plain,Avi,807.615,235.1820035,18,18,1
22/07/2020,2020,2020-Q3,Jul-2020,Sold,470968,9,SKU165,Maccabi,CUST13124,plain,Avi,86.25,25.13844363,60,60,1
29/10/2020,2020,2020-Q4,Oct-2020,Sold,471425,20,SKU316,Maccabi,CUST13124,plain,Avi,441,130.3962153,7,7,1
08/11/2020,2020,2020-Q4,Nov-2020,Sold,471469,4,SKU418,Maccabi,CUST13124,plain,Avi,8.25,2.4401065,10,10,1
26/11/2020,2020,2020-Q4,Nov-2020,Sold,471569,12,SKU210,Maccabi,CUST13124,plain,Avi,87.5,26.1897635,40,40,1
10/12/2020,2020,2020-Q4,Dec-2020,Sold,472445,7,SKU544,Maccabi,CUST13124,plain,Avi,55,16.89189188,50,50,1
02/02/2021,2021,2021-Q1,Feb-2021,Sold,472705,3,SKU525,Maccabi,CUST13124,plain,Avi,19.4625,5.919251875,5,10,0.5
10/02/2021,2021,2021-Q1,Feb-2021,Sold,472744,19,SKU155,Maccabi,CUST13124,plain,Avi,46.35,14.12248625,20,40,0.5
01/03/2021,2021,2021-Q1,Mar-2021,Sold,472833,11,SKU257,Maccabi,CUST13124,plain,Avi,762.7475,232.5449695,17,17,1
16/03/2021,2021,2021-Q1,Mar-2021,Sold,472905,2,SKU346,Maccabi,CUST13124,plain,Avi,1.925,0.58174675,2,2,1
03/05/2021,2021,2021-Q2,May-2021,Sold,473126,14,SKU155,Maccabi,CUST13124,plain,Avi,69.525,21.41207263,60,60,1
01/07/2020,2020,2020-Q3,Jul-2020,Sold,470864,1,SKU152,Maccabi,CUST13125,plain,Dalia ,21.25,6.184516875,4,4,1
16/07/2020,2020,2020-Q3,Jul-2020,Sold,470940,12,SKU188,Maccabi,CUST13125,plain,Dalia ,67.2,19.52353288,24,24,1
30/07/2020,2020,2020-Q3,Jul-2020,Sold,471003,1,SKU310,Maccabi,CUST13125,plain,Dalia ,3.75,1.098096625,2,2,1
07/09/2020,2020,2020-Q3,Sep-2020,Sold,471181,9,SKU247,Maccabi,CUST13125,plain,Dalia ,5.54625,1.64528325,3,3,1
14/10/2020,2020,2020-Q4,Oct-2020,Sold,471348,13,SKU256,Maccabi,CUST13125,plain,Dalia ,43.5,12.84701713,12,12,1
10/12/2020,2020,2020-Q4,Dec-2020,Sold,472445,3,SKU380,Maccabi,CUST13125,plain,Dalia ,387.515,119.0156634,1,1,1
11/12/2020,2020,2020-Q4,Dec-2020,Sold,472451,1,SKU490,Maccabi,CUST13125,plain,Dalia ,362.5325,111.5141495,2,2,1
17/12/2020,2020,2020-Q4,Dec-2020,Sold,472486,1,SKU197,Maccabi,CUST13125,plain,Dalia ,9.375,2.880184375,20,20,1
10/03/2021,2021,2021-Q1,Mar-2021,Sold,472880,7,SKU196,Maccabi,CUST13125,plain,Dalia ,45,13.51757288,40,40,1
15/03/2021,2021,2021-Q1,Mar-2021,Sold,138725,6,SKU461,Maccabi,CUST13125,plain,Dalia ,310.10625,93.5181695,15,15,1
02/06/2021,2021,2021-Q2,Jun-2021,Sold,473270,17,SKU188,Maccabi,CUST13125,plain,Dalia ,33.6,10.37677575,12,12,1
01/07/2020,2020,2020-Q3,Jul-2020,Sold,405034,1,SKU186, Meuhedet,CUST13126,plain,Gila,2.6,0.75014425,4,4,1
01/07/2020,2020,2020-Q3,Jul-2020,Sold,405031,2,SKU444,Clalit,CUST13127,plain,Mohse ,168.1,48.4997115,5,5,1
20/07/2020,2020,2020-Q3,Jul-2020,Sold,405155,1,SKU222,Clalit,CUST13127,plain,Mohse ,28.425,8.246301125,30,30,1
17/08/2020,2020,2020-Q3,Aug-2020,Sold,405335,1,SKU334,Clalit,CUST13127,plain,Mohse ,230.38,67.679201,8,8,1
25/01/2021,2021,2021-Q1,Jan-2021,Sold,406375,3,SKU222,Clalit,CUST13127,plain,Mohse ,54.075,16.4862805,30,60,0.5
26/01/2021,2021,2021-Q1,Jan-2021,Return,159579,10,SKU138,Clalit,CUST13127,plain,Mohse ,-666.5525,-204.1508423,-59,-118,0.5
01/07/2020,2020,2020-Q3,Jul-2020,Sold,405031,1,SKU245,Institutional Market,CUST13128,plain,Shira,405,116.8493941,1200,1200,1
19/05/2021,2021,2021-Q2,May-2021,Sold,407119,1,SKU303,Institutional Market,CUST13128,plain,Shira,98,29.94194925,200,200,1
01/07/2020,2020,2020-Q3,Jul-2020,Sold,405032,1,SKU124, Private market,CUST13129,plain,Eli,36.3825,10.49697063,6,6,1
19/10/2020,2020,2020-Q4,Oct-2020,Sold,405739,5,SKU509, Private market,CUST13129,plain,Eli,20.99,6.204552125,2,2,1
01/07/2020,2020,2020-Q3,Jul-2020,Sold,470863,10,SKU174, Private market,CUST13130,plain,Avi,4.575,1.331490125,5,5,1
14/09/2020,2020,2020-Q3,Sep-2020,Sold,471215,9,SKU152, Private market,CUST13130,plain,Avi,7.9,2.297847625,1,1,1
29/12/2020,2020,2020-Q4,Dec-2020,Sold,472537,2,SKU493, Private market,CUST13130,plain,Avi,22.625,7.035136875,10,20,0.5
07/05/2021,2021,2021-Q2,May-2021,Sold,473158,45,SKU544, Private market,CUST13130,plain,Avi,50.2875,15.42088313,30,30,1
02/07/2020,2020,2020-Q3,Jul-2020,Sold,470867,6,SKU179,Maccabi,CUST13131,plain,Aviv,14.625,4.2195615,30,30,1
07/09/2020,2020,2020-Q3,Sep-2020,Sold,471178,12,SKU313,Maccabi,CUST13131,plain,Aviv,3.515,1.04271725,4,4,1
06/12/2020,2020,2020-Q4,Dec-2020,Sold,472422,11,SKU370,Maccabi,CUST13131,plain,Aviv,9.2925,2.8452235,3,3,1
22/04/2021,2021,2021-Q2,Apr-2021,Sold,473066,9,SKU296,Maccabi,CUST13131,plain,Aviv,8,2.460024625,1,1,1
06/05/2021,2021,2021-Q2,May-2021,Sold,473144,3,SKU188,Maccabi,CUST13131,plain,Aviv,92.4,28.41328413,33,33,1
26/05/2021,2021,2021-Q2,May-2021,Sold,473238,3,SKU139,Maccabi,CUST13131,plain,Aviv,49.5,15.18870825,18,18,1
02/07/2020,2020,2020-Q3,Jul-2020,Sold,405034,4,SKU394, Meuhedet,CUST13132,plain,Dalia ,2.00375,0.578116,1,1,1
30/07/2020,2020,2020-Q3,Jul-2020,Sold,405222,2,SKU197, Meuhedet,CUST13132,plain,Dalia ,0.3875,0.11347,1,1,1
25/08/2020,2020,2020-Q3,Aug-2020,Sold,405386,3,SKU285, Meuhedet,CUST13132,plain,Dalia ,7.5,2.20329025,5,5,1
15/09/2020,2020,2020-Q3,Sep-2020,Sold,405521,1,SKU239, Meuhedet,CUST13132,plain,Dalia ,13.75,3.99941825,10,10,1
16/09/2020,2020,2020-Q3,Sep-2020,Sold,405530,13,SKU137, Meuhedet,CUST13132,plain,Dalia ,10.625,3.093158625,20,20,1
21/10/2020,2020,2020-Q4,Oct-2020,Sold,405751,1,SKU295, Meuhedet,CUST13132,plain,Dalia ,4.125,1.22113675,3,3,1
24/11/2020,2020,2020-Q4,Nov-2020,Sold,405971,1,SKU149, Meuhedet,CUST13132,plain,Dalia ,11.5,3.43899525,20,20,1
25/11/2020,2020,2020-Q4,Nov-2020,Sold,405982,1,SKU478, Meuhedet,CUST13132,plain,Dalia ,48.75,14.60017975,30,30,1
24/12/2020,2020,2020-Q4,Dec-2020,Sold,406175,26,SKU123, Meuhedet,CUST13132,plain,Dalia ,9.375,2.898886875,5,10,0.5
28/12/2020,2020,2020-Q4,Dec-2020,Sold,406192,6,SKU402, Meuhedet,CUST13132,plain,Dalia ,9.375,2.913300125,3,5,0.6
11/01/2021,2021,2021-Q1,Jan-2021,Sold,406267,6,SKU179, Meuhedet,CUST13132,plain,Dalia ,24.225,7.601192375,26,51,0.509803922
28/01/2021,2021,2021-Q1,Jan-2021,Sold,406396,12,SKU210, Meuhedet,CUST13132,plain,Dalia ,6.375,1.950734375,2,3,0.666666667
09/02/2021,2021,2021-Q1,Feb-2021,Sold,406473,1,SKU188, Meuhedet,CUST13132,plain,Dalia ,28.125,8.559038375,5,10,0.5
24/02/2021,2021,2021-Q1,Feb-2021,Sold,406573,7,SKU179, Meuhedet,CUST13132,plain,Dalia ,14.25,4.360465125,30,30,1
28/02/2021,2021,2021-Q1,Feb-2021,Sold,406595,13,SKU237, Meuhedet,CUST13132,plain,Dalia ,11.625,3.544207375,30,30,1
20/04/2021,2021,2021-Q2,Apr-2021,Sold,406917,4,SKU470, Meuhedet,CUST13132,plain,Dalia ,2.875,0.87625725,5,5,1
25/05/2021,2021,2021-Q2,May-2021,Sold,407153,6,SKU446, Meuhedet,CUST13132,plain,Dalia ,63.75,19.5852535,12,12,1
01/06/2021,2021,2021-Q2,Jun-2021,Sold,407211,9,SKU442, Meuhedet,CUST13132,plain,Dalia ,4.5,1.3833385,2,2,1
02/07/2020,2020,2020-Q3,Jul-2020,Sold,405039,10,SKU162, Meuhedet,CUST13133,plain,Oren,28.75,8.323682625,20,20,1
03/08/2020,2020,2020-Q3,Aug-2020,Sold,405242,16,SKU189, Meuhedet,CUST13133,plain,Oren,77.5,22.74061038,17,20,0.85
20/08/2020,2020,2020-Q3,Aug-2020,Sold,405363,2,SKU494, Meuhedet,CUST13133,plain,Oren,7.5,2.205882375,6,8,0.75
12/10/2020,2020,2020-Q4,Oct-2020,Sold,405690,1,SKU186, Meuhedet,CUST13133,plain,Oren,6.5,1.922508125,10,10,1
13/10/2020,2020,2020-Q4,Oct-2020,Sold,405697,10,SKU161, Meuhedet,CUST13133,plain,Oren,12.75,3.771073625,20,20,1
14/10/2020,2020,2020-Q4,Oct-2020,Sold,405708,6,SKU136, Meuhedet,CUST13133,plain,Oren,85.125,25.1402835,1,1,1
20/11/2020,2020,2020-Q4,Nov-2020,Sold,405957,11,SKU159, Meuhedet,CUST13133,plain,Oren,14.25,4.263913875,20,20,1
18/01/2021,2021,2021-Q1,Jan-2021,Sold,406329,1,SKU410, Meuhedet,CUST13133,plain,Oren,32.4075,10.03017638,1,2,0.5
28/02/2021,2021,2021-Q1,Feb-2021,Sold,406597,5,SKU238, Meuhedet,CUST13133,plain,Oren,3.15,0.960365875,6,6,1
08/03/2021,2021,2021-Q1,Mar-2021,Sold,406650,25,SKU196, Meuhedet,CUST13133,plain,Oren,9,2.712477375,10,10,1
19/04/2021,2021,2021-Q2,Apr-2021,Sold,406908,5,SKU493, Meuhedet,CUST13133,plain,Oren,3.5,1.066748,4,4,1
25/05/2021,2021,2021-Q2,May-2021,Sold,407160,4,SKU458, Meuhedet,CUST13133,plain,Oren,8.75,2.684872625,5,5,1
27/05/2021,2021,2021-Q2,May-2021,Sold,407180,19,SKU143, Meuhedet,CUST13133,plain,Oren,18,5.54357875,40,40,1
02/07/2020,2020,2020-Q3,Jul-2020,Sold,405037,21,SKU189, Meuhedet,CUST13134,plain,Dvir,27.125,7.82602425,7,7,1
10/07/2020,2020,2020-Q3,Jul-2020,Sold,405090,3,SKU215, Meuhedet,CUST13134,plain,Dvir,53.25,15.4616725,60,60,1
24/08/2020,2020,2020-Q3,Aug-2020,Sold,405382,1,SKU316, Meuhedet,CUST13134,plain,Dvir,125.255,36.796416,2,2,1
15/12/2020,2020,2020-Q4,Dec-2020,Sold,406116,10,SKU308, Meuhedet,CUST13134,plain,Dvir,8.1,2.486951125,9,9,1
01/02/2021,2021,2021-Q1,Feb-2021,Sold,406418,19,SKU525, Meuhedet,CUST13134,plain,Dvir,21.75,6.6089335,6,12,0.5
03/02/2021,2021,2021-Q1,Feb-2021,Sold,406434,40,SKU155, Meuhedet,CUST13134,plain,Dvir,15.4,4.666666625,7,14,0.5
25/02/2021,2021,2021-Q1,Feb-2021,Sold,406587,33,SKU307, Meuhedet,CUST13134,plain,Dvir,4.15625,1.273360875,7,7,1
31/05/2021,2021,2021-Q2,May-2021,Sold,407193,22,SKU188, Meuhedet,CUST13134,plain,Dvir,16.875,5.18751925,6,6,1
02/07/2020,2020,2020-Q3,Jul-2020,Sold,463395,6,SKU123, Private market,CUST13135,plain,Avi,3.4875,1.009698875,3,3,1
25/08/2020,2020,2020-Q3,Aug-2020,Sold,463487,11,SKU215, Private market,CUST13135,plain,Avi,17.5375,5.152027,10,10,1
09/12/2020,2020,2020-Q4,Dec-2020,Sold,406080,4,SKU217, Private market,CUST13135,plain,Avi,8.05125,2.478833125,1,1,1
21/01/2021,2021,2021-Q1,Jan-2021,Sold,406355,2,SKU191, Private market,CUST13135,plain,Avi,4.8575,1.492778125,1,2,0.5
23/03/2021,2021,2021-Q1,Mar-2021,Sold,406759,2,SKU176, Private market,CUST13135,plain,Avi,0,0,3,3,1
06/04/2021,2021,2021-Q2,Apr-2021,Sold,406835,9,SKU165, Private market,CUST13135,plain,Avi,0,0,3,3,1
26/04/2021,2021,2021-Q2,Apr-2021,Sold,406966,32,SKU325, Private market,CUST13135,plain,Avi,3.75,1.15207375,2,2,1
02/05/2021,2021,2021-Q2,May-2021,Sold,407002,5,SKU165, Private market,CUST13135,plain,Avi,0,0,3,3,1
10/05/2021,2021,2021-Q2,May-2021,Sold,88476,4,SKU461, Private market,CUST13135,plain,Avi,37.25,11.42287638,1,1,1
02/07/2020,2020,2020-Q3,Jul-2020,Sold,405038,1,SKU418, Private market,CUST13136,plain,Dvir,19.525,5.633294875,20,20,1
08/09/2020,2020,2020-Q3,Sep-2020,Sold,405478,9,SKU193, Private market,CUST13136,plain,Dvir,11.625,3.448531625,10,10,1
01/10/2020,2020,2020-Q4,Oct-2020,Sold,405621,2,SKU284, Private market,CUST13136,plain,Dvir,12.4,3.584851125,10,10,1
03/10/2020,2020,2020-Q4,Oct-2020,Sold,405630,9,SKU163, Private market,CUST13136,plain,Dvir,0,0,10,10,1
03/06/2021,2021,2021-Q2,Jun-2021,Sold,407226,4,SKU207, Private market,CUST13136,plain,Dvir,0,0,3,3,1
02/07/2020,2020,2020-Q3,Jul-2020,Sold,463394,9,SKU253, Private market,CUST13137,plain,Dalia ,20.27,5.86855825,2,2,1
18/08/2020,2020,2020-Q3,Aug-2020,Sold,463475,4,SKU325, Private market,CUST13137,plain,Dalia ,9.375,2.750073375,4,5,0.8
20/04/2021,2021,2021-Q2,Apr-2021,Sold,463855,2,SKU197, Private market,CUST13137,plain,Dalia ,4.9625,1.519908125,5,5,1
27/04/2021,2021,2021-Q2,Apr-2021,Sold,463867,12,SKU139, Private market,CUST13137,plain,Dalia ,80,24.691358,10,10,1
02/07/2020,2020,2020-Q3,Jul-2020,Sold,405034,1,SKU247, Private market,CUST13138,plain,Eli,20.175,5.820830875,10,10,1
11/01/2021,2021,2021-Q1,Jan-2021,Sold,406267,3,SKU494, Private market,CUST13138,plain,Eli,34.925,10.95858175,5,10,0.5
24/01/2021,2021,2021-Q1,Jan-2021,Sold,406369,5,SKU427, Private market,CUST13138,plain,Eli,37.125,11.3185975,10,20,0.5
02/07/2020,2020,2020-Q3,Jul-2020,Sold,405036,19,SKU325, Private market,CUST13139,plain,Tikva ,5.625,1.62290825,3,3,1
13/08/2020,2020,2020-Q3,Aug-2020,Sold,405312,2,SKU157, Private market,CUST13139,plain,Tikva ,0,0,2,2,1
23/10/2020,2020,2020-Q4,Oct-2020,Sold,405768,4,SKU237, Private market,CUST13139,plain,Tikva ,0,0,2,2,1
03/07/2020,2020,2020-Q3,Jul-2020,Sold,405046,36,SKU267, Meuhedet,CUST13140,plain,Oren,2.5,0.7237985,1,1,1
26/01/2021,2021,2021-Q1,Jan-2021,Sold,406379,14,SKU179, Meuhedet,CUST13140,plain,Oren,9.5,2.8963415,10,20,0.5
16/03/2021,2021,2021-Q1,Mar-2021,Sold,406706,40,SKU325, Meuhedet,CUST13140,plain,Oren,14,4.2308855,20,20,1
07/05/2021,2021,2021-Q2,May-2021,Sold,407053,73,SKU278, Meuhedet,CUST13140,plain,Oren,13.125,4.024839,10,10,1
03/07/2020,2020,2020-Q3,Jul-2020,Sold,405046,12,SKU447,Arab sector,CUST13141,plain,Aviv,94.5,27.40719263,20,20,1
04/11/2020,2020,2020-Q4,Nov-2020,Sold,405838,18,SKU210,Arab sector,CUST13141,plain,Aviv,55.325,16.27205888,20,20,1
03/02/2021,2021,2021-Q1,Feb-2021,Sold,406429,12,SKU161,Arab sector,CUST13141,plain,Aviv,70.875,21.55565688,30,60,0.5
07/04/2021,2021,2021-Q2,Apr-2021,Sold,406840,4,SKU298,Arab sector,CUST13141,plain,Aviv,180.4,54.33734938,110,110,1
03/07/2020,2020,2020-Q3,Jul-2020,Sold,405043,2,SKU177, Private market,CUST13142,plain,Tikva ,38.75,11.21887663,10,10,1
07/07/2020,2020,2020-Q3,Jul-2020,Sold,405066,3,SKU249, Private market,CUST13142,plain,Tikva ,1.325,0.385847375,1,1,1
14/07/2020,2020,2020-Q3,Jul-2020,Sold,405112,1,SKU145, Private market,CUST13142,plain,Tikva ,8.66875,2.50759325,1,1,1
07/08/2020,2020,2020-Q3,Aug-2020,Sold,405273,2,SKU258, Private market,CUST13142,plain,Tikva ,13.95375,4.08961025,3,3,1
22/09/2020,2020,2020-Q3,Sep-2020,Sold,405565,4,SKU163, Private market,CUST13142,plain,Tikva ,0,0,12,12,1
15/12/2020,2020,2020-Q4,Dec-2020,Sold,406114,3,SKU127, Private market,CUST13142,plain,Tikva ,0,0,1,1,1
13/01/2021,2021,2021-Q1,Jan-2021,Sold,406295,10,SKU129, Private market,CUST13142,plain,Tikva ,5.15625,1.63224125,3,5,0.6
26/01/2021,2021,2021-Q1,Jan-2021,Sold,406381,1,SKU160, Private market,CUST13142,plain,Tikva ,18.0625,5.50685975,3,5,0.6
03/07/2020,2020,2020-Q3,Jul-2020,Sold,470873,5,SKU314, Private market,CUST13143,plain,Dalia ,55,15.92356688,11,11,1
07/10/2020,2020,2020-Q4,Oct-2020,Sold,471309,2,SKU241, Private market,CUST13143,plain,Dalia ,0,0,40,40,1
10/04/2021,2021,2021-Q2,Apr-2021,Sold,473014,1,SKU277, Private market,CUST13143,plain,Dalia ,17.325,5.272367625,10,10,1
05/07/2020,2020,2020-Q3,Jul-2020,Sold,463396,5,SKU190,Institutional Market,CUST13144,plain,Yonatan,41.325,11.98520888,60,60,1
17/07/2020,2020,2020-Q3,Jul-2020,Sold,463422,3,SKU235,Institutional Market,CUST13144,plain,Yonatan,2.85625,0.833454875,1,1,1
13/09/2020,2020,2020-Q3,Sep-2020,Sold,463518,3,SKU250,Institutional Market,CUST13144,plain,Yonatan,78.0125,22.85076163,5,5,1
11/10/2020,2020,2020-Q4,Oct-2020,Sold,463566,2,SKU202,Institutional Market,CUST13144,plain,Yonatan,1.66125,0.49134875,1,1,1
22/11/2020,2020,2020-Q4,Nov-2020,Sold,463638,1,SKU235,Institutional Market,CUST13144,plain,Yonatan,2.7875,0.8335825,1,1,1
17/01/2021,2021,2021-Q1,Jan-2021,Sold,463717,3,SKU252,Institutional Market,CUST13144,plain,Yonatan,2.8625,0.91864575,1,1,1
31/01/2021,2021,2021-Q1,Jan-2021,Sold,463738,3,SKU512,Institutional Market,CUST13144,plain,Yonatan,18.17875,5.51874625,1,1,1
07/05/2021,2021,2021-Q2,May-2021,Sold,463885,5,SKU304,Institutional Market,CUST13144,plain,Yonatan,135,41.39834413,25,25,1
05/07/2020,2020,2020-Q3,Jul-2020,Sold,405047,15,SKU296, Private market,CUST13145,plain,Aviv,19.955,5.811007625,1,1,1
05/07/2020,2020,2020-Q3,Jul-2020,Sold,470876,27,SKU244, Private market,CUST13146,plain,Gila,4.565,1.323955875,2,2,1
20/07/2020,2020,2020-Q3,Jul-2020,Sold,470957,15,SKU159, Private market,CUST13146,plain,Gila,1.7875,0.518566875,2,2,1
23/07/2020,2020,2020-Q3,Jul-2020,Sold,470976,11,SKU161, Private market,CUST13146,plain,Gila,1.21625,0.355732625,1,1,1
26/07/2020,2020,2020-Q3,Jul-2020,Sold,470982,17,SKU159, Private market,CUST13146,plain,Gila,1.7875,0.522660875,2,2,1
16/08/2020,2020,2020-Q3,Aug-2020,Sold,471074,17,SKU325, Private market,CUST13146,plain,Gila,3.75,1.101645125,2,2,1
03/09/2020,2020,2020-Q3,Sep-2020,Sold,471166,22,SKU180, Private market,CUST13146,plain,Gila,5.25,1.55971475,2,2,1
18/09/2020,2020,2020-Q3,Sep-2020,Sold,471238,14,SKU307, Private market,CUST13146,plain,Gila,0,0,1,1,1
04/10/2020,2020,2020-Q4,Oct-2020,Sold,471293,19,SKU176, Private market,CUST13146,plain,Gila,0,0,27,27,1
06/10/2020,2020,2020-Q4,Oct-2020,Sold,471307,1,SKU525, Private market,CUST13146,plain,Gila,80.1,23.40736413,45,45,1
11/10/2020,2020,2020-Q4,Oct-2020,Sold,471332,27,SKU129, Private market,CUST13146,plain,Gila,1.03125,0.30501325,1,1,1
08/11/2020,2020,2020-Q4,Nov-2020,Sold,471470,22,SKU188, Private market,CUST13146,plain,Gila,8.7875,2.602161625,2,2,1
25/11/2020,2020,2020-Q4,Nov-2020,Sold,471566,25,SKU297, Private market,CUST13146,plain,Gila,22.56,6.752469375,3,3,1
07/12/2020,2020,2020-Q4,Dec-2020,Sold,472429,13,SKU180, Private market,CUST13146,plain,Gila,2.625,0.8037355,1,1,1
08/12/2020,2020,2020-Q4,Dec-2020,Sold,472435,8,SKU196, Private market,CUST13146,plain,Gila,2.3,0.70271925,1,1,1
12/01/2021,2021,2021-Q1,Jan-2021,Sold,472598,4,SKU364, Private market,CUST13146,plain,Gila,8.6475,2.716776625,1,1,1
18/01/2021,2021,2021-Q1,Jan-2021,Return,104107,6,SKU259, Private market,CUST13146,plain,Gila,-7.44,-2.302692625,-4,-8,0.5
01/02/2021,2021,2021-Q1,Feb-2021,Sold,472701,24,SKU196, Private market,CUST13146,plain,Gila,2.3,0.69887575,1,1,1
21/03/2021,2021,2021-Q1,Mar-2021,Sold,472930,13,SKU159, Private market,CUST13146,plain,Gila,2.68125,0.815217375,3,3,1
13/04/2021,2021,2021-Q2,Apr-2021,Sold,473035,3,SKU160, Private market,CUST13146,plain,Gila,3.6125,1.097690625,1,1,1
22/04/2021,2021,2021-Q2,Apr-2021,Sold,473071,16,SKU145, Private market,CUST13146,plain,Gila,8.66875,2.6623925,1,1,1
12/05/2021,2021,2021-Q2,May-2021,Sold,473180,15,SKU155, Private market,CUST13146,plain,Gila,1.1625,0.353989,1,1,1
20/05/2021,2021,2021-Q2,May-2021,Sold,473217,19,SKU150, Private market,CUST13146,plain,Gila,1.07375,0.3289675,1,1,1
27/05/2021,2021,2021-Q2,May-2021,Sold,473249,8,SKU196, Private market,CUST13146,plain,Gila,2.3,0.708346125,1,1,1
06/07/2020,2020,2020-Q3,Jul-2020,Sold,405056,10,SKU158,Maccabi,CUST13147,plain,Eli,7.3125,2.129440875,10,10,1
05/08/2020,2020,2020-Q3,Aug-2020,Sold,405259,6,SKU139,Maccabi,CUST13147,plain,Eli,110,32.2108345,34,40,0.85
11/08/2020,2020,2020-Q3,Aug-2020,Sold,405297,1,SKU289,Maccabi,CUST13147,plain,Eli,13.5,3.960105625,10,10,1
03/09/2020,2020,2020-Q3,Sep-2020,Sold,405447,17,SKU123,Maccabi,CUST13147,plain,Eli,49.8125,14.7987225,50,50,1
04/02/2021,2021,2021-Q1,Feb-2021,Sold,406446,19,SKU362,Maccabi,CUST13147,plain,Eli,3.0675,0.9295455,1,1,1
03/06/2021,2021,2021-Q2,Jun-2021,Sold,407227,10,SKU370,Maccabi,CUST13147,plain,Eli,30.975,9.5190535,10,10,1
06/07/2020,2020,2020-Q3,Jul-2020,Sold,470879,30,SKU180,Maccabi,CUST13148,plain,Avi,59.0625,17.19933025,35,35,1
16/09/2020,2020,2020-Q3,Sep-2020,Sold,471224,27,SKU165,Maccabi,CUST13148,plain,Avi,86.25,25.20455875,60,60,1
04/10/2020,2020,2020-Q4,Oct-2020,Sold,138540,1,SKU454,Maccabi,CUST13148,plain,Avi,707.46,206.1964441,2,2,1
07/10/2020,2020,2020-Q4,Oct-2020,Sold,471308,8,SKU127,Maccabi,CUST13148,plain,Avi,44.925,13.1706245,30,30,1
26/10/2020,2020,2020-Q4,Oct-2020,Sold,471405,2,SKU215,Maccabi,CUST13148,plain,Avi,63.9,18.91651863,72,72,1
30/10/2020,2020,2020-Q4,Oct-2020,Sold,471430,144,SKU268,Maccabi,CUST13148,plain,Avi,19.94,5.847507375,8,8,1
18/11/2020,2020,2020-Q4,Nov-2020,Sold,471525,2,SKU159,Maccabi,CUST13148,plain,Avi,9.225,2.748808125,12,12,1
20/11/2020,2020,2020-Q4,Nov-2020,Sold,471537,1,SKU401,Maccabi,CUST13148,plain,Avi,60.79,18.18970675,8,8,1
20/12/2020,2020,2020-Q4,Dec-2020,Sold,138626,3,SKU229,Maccabi,CUST13148,plain,Avi,243.7575,75.21058313,3,3,1
